generation,x,y,v_x,v_y,theta
1,-0.035835507207342965,1.3914049749130022,-0.09147900267922215,-0.13587587111451604,0.08856453732650943
2,-0.017759404919118153,1.3909980130626063,-0.09348394920285119,-0.13696406657155683,0.07938037855955131
