Count,x,y,v_x,v_y,theta
1.0,0.0338919385655652,1.394064105052049,0.0544666767279498,-0.0383372232260265,0.0975132781649777
2.0,0.03491051020302064,1.3927727312528349,0.08964543800319777,-0.026758674600563644,0.06945110730238635
3.0,-0.02946427296697591,1.3914077268376794,-0.22584477059229371,-0.05192554270459419,0.05263685722044267
4.0,-0.023078366576877646,1.3909014394135357,-0.323479907798663,-0.05918787046448986,0.08045946980942406
5.0,-0.025806725210011528,1.3900288872041262,-0.31892210818279937,-0.08030824792674303,0.06460997559068794
6.0,-0.026909956337750708,1.3921010350415022,-0.3517932310093823,-0.0944072096145973,0.07815379566706496
7.0,-0.02595477327261799,1.3927593705224688,-0.2818394619873502,-0.11106036148740232,0.08285518554803678
8.0,-0.02528161870217972,1.3913932746485262,-0.2445388599829441,-0.14196795742918758,0.06484388224089972
9.0,-0.016673952900411675,1.3929752065821293,-0.2743908726548742,-0.0928792104656344,0.08801826016373042
10.0,-0.010918227612703408,1.3923653263229,-0.25907261382925495,-0.10589869861195673,0.08437999745307347
11.0,-0.007023434144203431,1.3920889719586658,-0.18353793422938275,-0.10862685713584304,0.07884345273590372
12.0,-0.02067355703091088,1.3925544514065582,-0.3306069221483569,-0.08370861325412554,0.08659562122624766
13.0,-0.02675653958490566,1.3935953992900683,-0.3369434490403153,-0.06851666579476878,0.08585648750263879
14.0,-0.0213160096811964,1.3922971911871442,-0.3110782371203773,-0.09476913083425077,0.09195258647131684
15.0,-0.026368378258120082,1.3925510983592269,-0.2928499321032645,-0.0931566114948266,0.08513846355111329
16.0,-0.01469654239193009,1.393413341453384,-0.31271590695396595,-0.06091895951835543,0.08922172416161747
17.0,-0.028263094589839208,1.3911485216045711,-0.2622730926615025,-0.11665168111045131,0.0855169910153409
18.0,-0.02931996521612947,1.3928230637328132,-0.1605194279719332,-0.13572794527578155,0.09522597647881538
19.0,-0.025942597629636233,1.3927922635701024,-0.21945165328364094,-0.1408945553431071,0.0996048613215987
20.0,-0.032279921801021925,1.3913934904233913,-0.15887122648836077,-0.12817836372960745,0.09537319177800889
21.0,-0.03675312636678867,1.3910138225966346,-0.11370372765773612,-0.12056883995676619,0.08504237278201439
22.0,-0.035835507207342965,1.3914049749130022,-0.09147900267922215,-0.13587587111451604,0.08856453732650943
23.0,-0.01955971132218641,1.3912927900012442,-0.10190597713786882,-0.11153431194702758,0.09530574108571152
24.0,-0.01747223387272823,1.3922470684612023,-0.06224711526749073,-0.12077083527285781,0.09119871307644725
25.0,-0.015516616043761523,1.391824292196993,-0.09464470766002445,-0.09899615113233638,0.0948763598441789
26.0,-0.033236440780752025,1.391528407193451,0.03357613818731183,-0.15161724517923036,0.06770688316720773
27.0,-0.012789774397744633,1.3906620991874539,0.005877853034301467,-0.039653267675572784,0.0926757068170192
28.0,-0.01220493510238489,1.3922078962619704,-0.034951816815147814,-0.0513687632090331,0.08236085309193056
29.0,-0.020554493362558008,1.3901660625173606,0.001930912202886748,-0.1196175038577955,0.05546238606803033
30.0,-0.005581013544872816,1.3909795372878853,-0.045884596837479696,-0.09791874746002428,0.07396601920417564
31.0,-0.0376629522431866,1.3906806122748374,-0.0019733024785290737,-0.1319496514852496,0.05680796743733247
32.0,-0.01617725717160125,1.3920479849138523,-0.1751716365175895,-0.08737741066492068,0.07292257962190252
33.0,-0.03481944359023219,1.3920178608029636,-0.13052961483010708,-0.049509943713144475,0.06262124941435554
34.0,-0.03338724996794879,1.3912818561683382,-0.10321457167231776,-0.061411251095827485,0.062408182101341914
35.0,-0.035313620718370825,1.3923097114073681,-0.1436286027674071,-0.05277640589199141,0.06179365483802194
36.0,-0.03139758789329749,1.391517160482966,-0.07732176998593293,-0.0668378300172147,0.06565354286928929
37.0,-0.04576761725962368,1.3929233957318565,-0.14816090648733649,-0.08580996244710529,0.08034367487860172
38.0,-0.0495426182524383,1.3929956261468615,-0.09190784341724748,-0.10438064713208252,0.07475574126028396
39.0,-0.04252445928927423,1.3919002285381814,-0.1018247238928333,-0.10237620713645423,0.07134132719846237
40.0,-0.04560002618992341,1.3916495304409826,-0.10644619171369955,-0.11195970804755416,0.08201082060394066
41.0,-0.028934465432080617,1.3901962239823795,-0.012079818710949167,-0.10227445188616599,0.07341116016098488
42.0,-0.024759144837332533,1.390891503128594,0.014202681864223885,-0.08327557066719855,0.06977255740490151
43.0,-0.02371293455627286,1.3922586703600794,-0.18263928796224155,-0.11946463571598337,0.09173097999800674
44.0,-0.024889889046339243,1.3921879655185019,-0.26549385784738905,-0.1300082508899148,0.07810754120102648
45.0,-0.014519416046592614,1.3919267296086393,-0.11955481709823793,-0.14057379424225497,0.09029508744941954
46.0,-0.017759404919118153,1.3909980130626063,-0.09348394920285119,-0.13696406657155683,0.07938037855955131
47.0,-0.022472667960815415,1.3924621472014969,-0.1474186429679782,-0.04750365761842441,0.0741997249570613
48.0,-0.02818342002925719,1.3916723094606671,-0.11177101452433812,-0.14697353314687506,0.07211821978825758
49.0,-0.016327802024813133,1.3909022211979545,-0.17485652837560994,-0.07254164869686698,0.052542517971135974
50.0,-0.037154767255326626,1.3915979198987034,-0.1603432221785686,-0.1276811127705393,0.05276474319966905
51.0,-0.037423542065463306,1.3924292532072349,-0.10757902768990643,-0.146691492804203,0.06819825147119042
52.0,-0.045991485254619865,1.3937693094865864,-0.09808382368075605,-0.12961073854604618,0.07050075476649735
53.0,-0.046957594464880376,1.3921295466010268,-0.008698098121212805,-0.12240222285267617,0.06430176233232714
54.0,-0.04378478660599965,1.391935939381439,-0.009289098516009139,-0.15115675073686777,0.06870306329171395
55.0,-0.03647031267686782,1.3937310929755848,-0.11021411197424454,-0.1539653852190165,0.061711945855864814
56.0,-0.03787801532310531,1.3918563106547348,0.005490691103125094,-0.13870189261940288,0.05243712306223582
57.0,-0.033260376140541954,1.3921683505029783,-0.02735622548500132,-0.14669454810327448,0.0888597919129689
58.0,-0.030377344491611336,1.3920055399804931,-0.08470425557715222,-0.16586789254710602,0.07518090547253173
59.0,-0.029159003965020677,1.3911924258645982,-0.0510429689782565,-0.12664491403727024,0.04512179676888467
60.0,-0.028096618029567966,1.3922510385780957,-0.12282241287300313,-0.13965685533789152,0.051282040946999376
61.0,-0.02548092776935908,1.3920136443061024,-0.09578772127815331,-0.11975381235716993,0.0365747793138024
62.0,-0.03601268061791763,1.3923091015075562,-0.08110088328566692,-0.14789061867251482,0.0362435679033032
63.0,-0.023439189407353414,1.390695119976734,-0.19437816559978208,-0.14897509877468101,0.058012151445257065
64.0,-0.04298499546197339,1.3955616549391134,-0.10165408228088324,-0.1425800817890034,0.04512005366273816
65.0,-0.03815274626349616,1.3927796605879956,-0.10543478590514158,-0.1358030212649233,0.0382752284144113
66.0,-0.03437792924514681,1.3929916679498355,-0.039957129526644306,-0.15620916795993411,0.03636676492322464
67.0,-0.036365105325049586,1.392334883710413,-0.07551155483377361,-0.1326453436563543,0.04566615139526044
68.0,-0.02783284640192208,1.3918732338007769,-0.13082594753316124,-0.12572807286166457,0.0402550578668261
69.0,-0.029855212914374898,1.3923592202211565,-0.1268679433337075,-0.12441810651145399,0.0333671290608548
70.0,-0.023158339056170617,1.3925866788123213,-0.08941093920196463,-0.14407269248231386,0.03473236304674496
71.0,-0.03230238234220814,1.3922693692994754,-0.1343163051617391,-0.14449077450712203,0.027357281560055006
72.0,-0.016869137004969545,1.3921386200975128,-0.14135139575395336,-0.1469786448691922,0.036193322073017425
73.0,-0.019175801351499613,1.390509641177496,-0.28212872940345923,-0.13589196587679056,0.05286449632441288
74.0,-0.00462936578074797,1.3917735878768942,-0.12253185044876191,-0.14426928146285756,0.04202207394896446
75.0,-0.01924291316264126,1.3914634176695957,-0.1458010438565018,-0.19472244057455468,0.0170864541266805
76.0,-0.0070358767891035585,1.3936339200580414,-0.1292313735209637,-0.12838625252931699,0.05755548196832044
77.0,-0.0004977509029737825,1.3912066197621917,-0.2102346156788238,-0.1937200921138548,0.02595461722023848
78.0,0.0032381028375986134,1.3903191571169924,-0.21952834643187333,-0.2100923765126611,0.017963882625999454
79.0,0.0030122341989640275,1.3900599472003483,-0.12081046869084215,-0.22330281220457393,0.01358460254784783
80.0,-0.0025648231322610493,1.3907793626718103,-0.08796691297154344,-0.23200044774766113,0.007574242322471388
81.0,-0.004585246608661219,1.3909824450428852,-0.0967231446172897,-0.24551939868778117,0.008621154280656336
82.0,0.009772528667347983,1.3922839351398197,-0.20905116272847962,-0.18625436778809257,0.01895426120475905
83.0,0.00809549688245645,1.391618740229781,-0.2110015544608611,-0.1687987226346138,0.017394632122912257
84.0,0.009757460760942287,1.3924787052944192,-0.21775850384251805,-0.17984390893199256,0.006225083205634984
85.0,0.014691193894136131,1.3942631586476588,-0.11380901919711359,-0.1757792745692274,0.01794103023620228
86.0,0.01715256579483765,1.3928254412196206,-0.19507668841632753,-0.14701715132666007,-0.006744954959593678
87.0,0.023114582822990067,1.3949261288636656,-0.052158858449131616,-0.1298313829739388,0.013256126448091314
88.0,0.018145276555483605,1.394743837308267,-0.04160507772942436,-0.1309117278468276,0.013084156910307966
89.0,0.019685246860624374,1.393602632280806,-0.11377364603705611,-0.11108853221647133,0.012313541424412792
90.0,0.017013492004128442,1.3939157184601183,-0.08385700067905384,-0.12311818100963846,0.00771673708294567
91.0,0.01965135582144107,1.3921328251409593,-0.12838736747482155,-0.0581522656741349,0.0037772998191040264
92.0,0.021155836619986313,1.3921268147760588,-0.08048304431234708,-0.058659857221506545,0.005515137277562155
93.0,0.013001770942330638,1.3911693961271423,-0.07966295091207583,-0.03510829007294595,0.007968973766967723
94.0,0.012444142385469368,1.3913917186995375,-0.11267035187810925,-0.01733625501750148,0.016133159277425736
95.0,0.01826598794931339,1.3928194347145195,-0.23627378229645624,-0.008856129137125891,0.02801263950898433
96.0,0.017584185264385474,1.3934479760568135,-0.2307113186460896,-0.02752130440242373,0.028660994120900084
97.0,0.023504371503143138,1.393991686850599,-0.13266913595328073,-0.035020505665871185,-0.00032413323170067416
98.0,0.028369981832415486,1.3928565359893355,-0.23324336839261048,-0.006570582149222893,0.03894749231403897
99.0,0.01096053221393498,1.3919643668682091,-0.29983187816693896,-0.04230334595115518,0.01296661137072374
100.0,0.01701906359685573,1.3922380190798604,-0.28790665302630203,-0.0005121043495113879,0.02995902176184417
101.0,0.005768661241061382,1.3924006375334568,-0.2804109353474931,-0.015903650434329744,0.019594523633144362
