Count,x,y,v_x,v_y,theta
1.0,0.0095117939656515,1.409749976885347,0.3041087846798542,-0.1665044198538176,0.09893779840833125
2.0,0.013219986959458082,1.4081146008542604,0.2880664524871786,-0.1829743994240417,-0.020688194572034357
3.0,0.005068236341038897,1.408416090988134,0.3698258703263803,-0.15953124644280095,-0.010002066675924078
4.0,0.010140553727802683,1.40800861445684,0.37012159588806565,-0.18602646342744308,0.0015719401011654935
5.0,0.002530154695787899,1.4062921991541404,0.4016649525380202,-0.13073325289235,-0.006674522405628304
6.0,0.005305847770152158,1.4081487843457818,0.39355183851535824,-0.18537548131504053,-0.017174899064627363
7.0,-0.0007804908547248777,1.4094433252432914,0.38524885553811306,-0.18499463362165172,-0.003855390352837818
8.0,0.005632259164835266,1.4086359974144613,0.2652476490879156,-0.16450151522921444,-0.02411467466023961
9.0,0.009594633131235372,1.407258214714587,0.1425686857246402,-0.16539988641243705,-0.02035474064260236
10.0,-0.012447911148164974,1.4060115495084313,0.3734320171269334,-0.17221904669037896,-0.04909281773720953
11.0,-0.009444958292383055,1.4068520869633823,0.473995035973072,-0.17352703091302918,-0.04404722642753295
12.0,-0.008165306232824802,1.405531281314748,0.3845118152567193,-0.19921701659030594,-0.05837669043834462
13.0,-0.008959619967117758,1.4045364271799858,0.32179506391468493,-0.19520311212492034,-0.061535232414260774
14.0,-0.011298990473277272,1.4060237328236447,0.34184171834652366,-0.1957828103827391,-0.04870091490030403
15.0,-0.018105932233355913,1.4068486340599258,0.3732612813192697,-0.18223469918060445,-0.061856763528271685
16.0,-0.0014929044370886897,1.40667544377688,0.22503797964111721,-0.18328782079255945,-0.08016168911448074
17.0,-0.0075550705336795395,1.4079691430498105,0.24106149804236535,-0.19486254810986042,-0.07629876567487556
18.0,-0.0036717184149149423,1.4092290661426203,0.25088274144248,-0.20210371933574883,-0.07754334108080387
19.0,-0.01050051763608714,1.408385282086544,0.22591109768129433,-0.1862579790192043,-0.060418107365868085
20.0,0.007124407932975411,1.4093054405268621,0.238100090724432,-0.21827839081843908,-0.0834951855807013
21.0,0.012173414584440396,1.4094957824472851,0.26545394018114865,-0.22406480599204917,-0.06757448689723941
22.0,0.011380628502872645,1.409312766349967,0.25125158945031717,-0.22147128535183347,-0.06594282268932873
23.0,0.015477706391072668,1.408317512373323,0.26916857271289907,-0.21832514051758647,-0.04113314965848247
24.0,0.012214100249406236,1.409544482884908,0.1764200113988792,-0.24820392007563583,-0.06553416154478113
25.0,0.02131282219623616,1.4088501054972804,0.24102447165469978,-0.22451798500845185,-0.013135855874885641
26.0,0.03261985361955593,1.4076049159882942,0.19968118994593892,-0.2174281756107113,-0.00989869022781811
27.0,0.0191962514274141,1.4071482391253927,0.22270690632995838,-0.22918512810189848,-0.03147310623155927
28.0,0.015250662195030417,1.4060310114588872,0.19565655434049947,-0.25133283167533077,-0.02050505383445926
