Count,x,y,v_x,v_y,theta
1.0,0.0031879808405444,1.4057273047095302,0.1904477550787456,-0.2042180406432461,0.09959510409552
2.0,0.019630853891177132,1.4093415852321887,-0.09752983506787194,-0.2649458031901114,-0.04980094417876109
3.0,0.015796066003735582,1.4097358130087254,-0.15278981912732076,-0.2552380633300498,-0.05767058702725393
4.0,0.042505294016053734,1.4072765290561757,0.06741751326264261,-0.20714727126455096,0.08167074305482118
5.0,0.009469629237762733,1.4085983956068278,-0.13578922582261535,-0.22306521997635173,-0.06190881440964912
6.0,0.009473443604016842,1.4098637100063298,-0.2106087908245528,-0.23737094030140787,-0.06152864012584108
7.0,0.041346216457628385,1.4062100802746633,-0.007670289797462371,-0.20874036361132609,0.08823119855887177
8.0,0.031710459444020136,1.4076469937116671,-0.07160737397376318,-0.21194269861292903,0.045873970338135485
9.0,0.030553160454066062,1.4085801918543324,-0.03509270627427986,-0.21890052010608405,0.039896962621134735
10.0,0.04011350938011095,1.4080884559032762,-0.0891611402864757,-0.23950726528851565,0.024861295675954898
11.0,0.03255066643332736,1.408940410320199,0.008761484292302883,-0.22257483192009456,0.03762058923322873
12.0,0.04410862957306392,1.4050600038486363,-0.07735313524989668,-0.21948560686944274,0.055426280854553665
13.0,0.02895201388267377,1.4064300828628493,-0.02952706862361091,-0.2095459278744531,0.04240653973541913
14.0,0.02834246433158562,1.4063784445318894,-0.023482170033201737,-0.20447223004139314,0.0493729254008175
15.0,0.027927578110665978,1.4077670583898296,-0.20367513500741238,-0.21773749412441398,0.08506817698943384
16.0,0.03823945597240257,1.4047173688653505,0.006233829545079297,-0.21963874152412743,0.04332621506061781
17.0,0.022381260110442412,1.4061288057049965,-0.06821646959019059,-0.23766854938890924,0.027707625551369335
18.0,0.018434084057143557,1.4075705680567292,-0.11697465892160364,-0.19327866538191396,0.027705204490373957
19.0,0.018922263344812545,1.4075674372607678,-0.11829235363264048,-0.27490580575304496,0.05095692417080607
20.0,0.022871448528865062,1.4065600003123957,-0.11275971858666793,-0.2959196119789988,0.06693659840286537
21.0,0.025524363233225204,1.4062402018937805,-0.05682801182760034,-0.2911655956180354,0.08081352281365992
22.0,0.02989222573771521,1.4060992706969904,-0.05421177584972971,-0.262979783633372,0.04741147972481291
23.0,0.0344111901080637,1.4071183934097007,1.737941893283773e-05,-0.238361528676978,0.03728996757693565
24.0,0.012328955628760782,1.4091283893432467,-0.07429315801274583,-0.26703852018142615,0.056883269217395074
25.0,0.031693834739021945,1.4075900414167175,0.058122708084867775,-0.2612116631902118,0.04888431197897949
26.0,0.030151056396797875,1.407273488361607,0.08897715164758657,-0.266760808377047,0.03791702202163646
27.0,0.033067068347009704,1.408919491089491,0.03924671004464664,-0.25329442863575924,0.026561757755150614
28.0,0.02907952679447383,1.4084308869405828,0.010587323422105964,-0.22589894802718824,0.016490783115087948
29.0,0.01847319461150042,1.4088975844951517,0.07127223920444603,-0.25207182889682206,0.058691727418148376
30.0,0.03364602296119346,1.4070202515670815,0.05685431847899609,-0.255547334035734,0.03858798518699123
31.0,0.02913641241402834,1.4094637620747252,0.05565481331006546,-0.2811566308632856,0.010088334275557397
32.0,0.03793809605747988,1.407859335738136,0.05511621414484348,-0.21230542344233058,0.024016413606655213
33.0,0.013709032203868704,1.4098045099194314,0.10075425923282334,-0.2924236068464822,-0.016475279319595047
34.0,0.02238670522127803,1.4095304388210492,-0.0006644805764672648,-0.2600387215886748,-0.012965599390471243
35.0,0.019834882503245176,1.407491008942192,0.022516497194786288,-0.25688391535962163,-0.02199008660823122
36.0,0.023636999018443038,1.4095524289102583,-0.03509154596689739,-0.26654732203418424,0.007429326276131105
37.0,0.03207996421030508,1.4091113988834538,-0.019485425019038206,-0.23435384382760874,0.003563169531121794
