generation,x,y,v_x,v_y,theta
1,-0.0007804908547248777,1.4094433252432914,0.38524885553811306,-0.18499463362165172,-0.003855390352837818
2,-0.03337721271199825,1.409043353625416,0.0583879168112533,-0.16668478425247493,-0.0441184629543893
